Symbol,Company Name,Exchange,Price,Shares,Date,Offer Amount,Actions
APOP,Cellect Biotechnology Ltd.,Nasdaq SmallCap Market,6.50,"1,292,308",07/29/2016,8400002,Priced
LTEA,Long Blockchain Corp.,Nasdaq SmallCap Market,5.50,"1,818,182",07/29/2016,10000001,Priced
TLND,Talend S.A.,Nasdaq National Market,18.00,"5,250,000",07/29/2016,94500000,Priced
VTVT,vTv Therapeutics Inc.,Nasdaq National Market,15.00,"7,812,500",07/30/2015,117187500,Priced
GPACU,"Purple Innovation, Inc.",Nasdaq SmallCap Market,10.00,"13,500,000",07/30/2015,135000000,Priced
EACQU,Easterly Acquisition Corp.,Nasdaq SmallCap Market,10.00,"18,000,000",07/30/2015,180000000,Priced
AQMS,"Aqua Metals, Inc.",Nasdaq SmallCap Market,5.00,"6,600,000",07/31/2015,33000000,Priced
GLBL,"TERRAFORM GLOBAL, INC.",Nasdaq National Market,15.00,"45,000,000",07/31/2015,675000000,Priced
XELB,"XCel Brands, Inc.",Nasdaq National Market,9.00,"1,800,000",07/31/2015,16200000,Priced
BORR,Borr Drilling Ltd,NYSE,9.30,"5,000,000",07/31/2019,46500000,Priced
NFINU,Netfin Acquisition Corp.,NASDAQ Capital,10.00,"22,000,000",07/31/2019,220000000,Priced
DT,"Dynatrace, Inc.",NYSE,16.00,"35,609,612",08/01/2019,569753792,Priced
SNDL,Sundial Growers Inc.,NASDAQ Global Select,13.00,"10,000,000",08/01/2019,130000000,Priced
KRUS,"KURA SUSHI USA, INC.",NASDAQ Global,14.00,"2,900,000",08/01/2019,40600000,Priced
CMTA,Clementia Pharmaceuticals Inc.,NASDAQ Global Select,15.00,"8,000,000",08/02/2017,120000000,Priced
SONO,Sonos Inc,NASDAQ Global Select,15.00,"13,888,888",08/02/2018,208333320,Priced
CWK,Cushman & Wakefield plc,NYSE,17.00,"45,000,000",08/02/2018,765000000,Priced
TOTAU,Tottenham Acquisition I Ltd,NASDAQ Capital,10.00,"4,000,000",08/02/2018,40000000,Priced
ORSNU,Orisun Acquisition Corp.,NASDAQ Capital,10.00,"4,000,000",08/02/2019,40000000,Priced
VNTR,Venator Materials PLC,NYSE,20.00,"22,700,000",08/03/2017,454000000,Priced
ARLO,"Arlo Technologies, Inc.",NYSE,16.00,"10,215,000",08/03/2018,163440000,Priced
FMCIU,Forum Merger II Corp,NASDAQ Capital,10.00,"20,000,000",08/03/2018,200000000,Priced
NTEC,Intec Pharma Ltd.,Nasdaq SmallCap Market,6.00,"5,025,000",08/04/2015,30150000,Priced
FHB,"FIRST HAWAIIAN, INC.",Nasdaq National Market,23.00,"21,086,957",08/04/2016,485000011,Priced
HOME,At Home Group Inc.,New York Stock Exchange,15.00,"8,667,000",08/04/2016,130005000,Priced
RUN,SunRun Inc.,Nasdaq National Market,14.00,"17,900,000",08/05/2015,250600000,Priced
ZYNE,"Zynerba Pharmaceuticals, Inc.",Nasdaq National Market,14.00,"3,000,000",08/05/2015,42000000,Priced
BETR,"Amplify Snack Brands, INC",New York Stock Exchange,18.00,"15,000,000",08/05/2015,270000000,Priced
ATMR,Atomera Inc,Nasdaq SmallCap Market,7.50,"3,200,000",08/05/2016,24000000,Priced
GEMP,"NeuroBo Pharmaceuticals, Inc.",Nasdaq National Market,10.00,"3,000,000",08/05/2016,30000000,Priced
HKIB,AMTD International Inc.,NYSE,8.38,"20,759,700",08/05/2019,173966286,Priced
AIMT,"Aimmune Therapeutics, Inc.",Nasdaq National Market,16.00,"10,000,000",08/06/2015,160000000,Priced
PLNT,"Planet Fitness, Inc.",New York Stock Exchange,16.00,"13,500,000",08/06/2015,216000000,Priced
CIFS,Hudson Capital Inc.,NASDAQ Global,10.00,"2,023,146",08/08/2017,20231460,Priced
INMD,InMode Ltd.,NASDAQ Global Select,14.00,"5,000,000",08/08/2019,70000000,Priced
SSPKU,Silver Spike Acquisition Corp.,NASDAQ Capital,10.00,"25,000,000",08/08/2019,250000000,Priced
ATACU,HF Foods Group Inc.,NASDAQ Capital,10.00,"4,000,000",08/09/2017,40000000,Priced
ZEAL,Zealand Pharma A/S,NASDAQ Global Select,17.87,"4,375,000",08/09/2017,78181250,Priced
VCNX,"VACCINEX, INC.",NASDAQ Global Select,12.00,"3,333,334",08/09/2018,40000008,Priced
PCB,PCB BANCORP,NASDAQ Global Select,20.00,"2,385,000",08/09/2018,47700000,Priced
THBRU,"Thunder Bridge Acquisition II, LTD",NASDAQ Capital,10.00,"30,000,000",08/09/2019,300000000,Priced
MESA,MESA AIR GROUP INC,NASDAQ Global Select,12.00,"9,630,000",08/10/2018,115560000,Priced
SPAQU,Spartan Energy Acquisition Corp.,NYSE,10.00,"48,000,000",08/10/2018,480000000,Priced
MEDP,"Medpace Holdings, Inc.",Nasdaq National Market,23.00,"7,000,000",08/11/2016,161000000,Priced
PTGX,"Protagonist Therapeutics, Inc",Nasdaq National Market,12.00,"7,500,000",08/11/2016,90000000,Priced
RNGR,"Ranger Energy Services, Inc.",NYSE,14.50,"5,862,069",08/11/2017,85000001,Priced
YOGA,"YogaWorks, Inc.",NASDAQ Global,5.50,"7,300,000",08/11/2017,40150000,Priced
GBT,"Global Blood Therapeutics, Inc.",Nasdaq National Market,20.00,"6,000,000",08/12/2015,120000000,Priced
AIRG,AIRGAIN INC,Nasdaq SmallCap Market,8.00,"1,500,000",08/12/2016,12000000,Priced
CNFR,"Conifer Holdings, Inc.",Nasdaq National Market,10.50,"3,100,000",08/13/2015,32550000,Priced
ECACU,E-Compass Acquisition Corp.,Nasdaq SmallCap Market,10.00,"4,000,000",08/13/2015,40000000,Priced
HLI,"HOULIHAN LOKEY, INC.",New York Stock Exchange,21.00,"10,500,000",08/13/2015,220500000,Priced
GRSHU,"Hostess Brands, Inc.",Nasdaq SmallCap Market,10.00,"35,000,000",08/14/2015,350000000,Priced
ARDS,"Aridis Pharmaceuticals, Inc.",NASDAQ Capital,13.00,"2,000,000",08/14/2018,26000000,Priced
PLIN,"China Xiangtai Food Co., Ltd.",NASDAQ Capital,5.00,"1,172,360",08/14/2019,5861800,Priced
AAAU,Perth Mint Physical Gold ETF,NYSE Arca,11.74,"16,286,645",08/15/2018,191205212,Priced
CFB,"CROSSFIRST BANKSHARES, INC.",NASDAQ Global Select,14.50,"7,011,589",08/15/2019,101668041,Priced
JFU,9F Inc.,NASDAQ Global,9.50,"8,900,000",08/15/2019,84550000,Priced
CIC'U,"NESCO HOLDINGS, INC.",NYSE,10.00,"35,000,000",08/16/2017,350000000,Priced
TKKSU,GLORY STAR NEW MEDIA GROUP HOLDINGS Ltd,NASDAQ Capital,10.00,"22,000,000",08/16/2018,220000000,Priced
IAMXU,SIMPLICITY ESPORTS & GAMING Co,NASDAQ Capital,10.00,"5,000,000",08/17/2017,50000000,Priced
SFET,Safe-T Group Ltd.,NASDAQ Capital,14.35,"510,438",08/17/2018,7324785,Priced
BNTC,Benitec Biopharma LTD/ADR,Nasdaq SmallCap Market,9.21,"1,500,000",08/18/2015,13815000,Priced
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",NASDAQ Global,12.00,"2,500,000",08/18/2017,30000000,Priced
STLRU,"Phunware, Inc.",Nasdaq SmallCap Market,10.00,"6,500,000",08/19/2016,65000000,Priced
BNGOU,"BioNano Genomics, Inc",NASDAQ,6.13,"3,360,000",08/21/2018,20596800,Priced
TZACU,Tenzing Acquisition Corp.,NASDAQ Capital,10.00,"5,500,000",08/21/2018,55000000,Priced
MFACU,Megalith Financial Acquisition Corp,NYSE,10.00,"15,000,000",08/24/2018,150000000,Priced
LOACU,Longevity Acquisition Corp,NASDAQ Capital,10.00,"4,000,000",08/29/2018,40000000,Priced
BAR,GraniteShares Gold Trust,NYSE Arca,128.90,"1,500,000",08/31/2017,193350000,Priced
ZKIN,"ZK International Group Co., Ltd.",NASDAQ Capital,5.00,"1,068,346",09/01/2017,5341730,Priced
CCC'U,Churchill Capital Corp,NYSE,10.00,"60,000,000",09/07/2018,600000000,Priced
GRSHU,PAE Inc,NASDAQ Capital,10.00,"37,500,000",09/07/2018,375000000,Priced
PACEU,Pace Holdings Corp.,Nasdaq SmallCap Market,10.00,"40,000,000",09/11/2015,400000000,Priced
EAGLU,WillScot Corp,Nasdaq SmallCap Market,10.00,"48,000,000",09/11/2015,480000000,Priced
NPAUU,New Providence Acquisition Corp.,NASDAQ Capital,10.00,"20,000,000",09/11/2019,200000000,Priced
NIO,NIO Inc.,NYSE,6.26,"160,000,000",09/12/2018,1001600000,Priced
YI,"111, Inc.",NASDAQ Global,14.00,"7,175,000",09/12/2018,100450000,Priced
TXG,"10X Genomics, Inc.",NASDAQ Global Select,39.00,"10,000,000",09/12/2019,390000000,Priced
SDC,"SmileDirectClub, Inc.",NASDAQ Global Select,23.00,"58,537,000",09/12/2019,1346351000,Priced
NET,"CloudFlare, Inc.",NYSE,15.00,"35,000,000",09/13/2019,525000000,Priced
STSA,"Satsuma Pharmaceuticals, Inc.",NASDAQ Global,15.00,"5,500,000",09/13/2019,82500000,Priced
SWTX,"SpringWorks Therapeutics, Inc.",NASDAQ Global Select,18.00,"9,000,000",09/13/2019,162000000,Priced
ALRS,ALERUS FINANCIAL CORP,NASDAQ Capital,21.00,"2,860,000",09/13/2019,60060000,Priced
EXPCU,Experience Investment Corp.,NASDAQ Capital,10.00,"25,000,000",09/13/2019,250000000,Priced
MACQU,"Priority Technology Holdings, Inc.",NASDAQ Capital,10.00,"5,000,000",09/14/2016,50000000,Priced
IPOAU,"Virgin Galactic Holdings, Inc",NYSE,10.00,"60,000,000",09/14/2017,600000000,Priced
TRMT,Tremont Mortgage Trust,NASDAQ Global Select,20.00,"2,500,000",09/14/2017,50000000,Priced
PRNB,Principia Biopharma Inc.,NASDAQ Global Select,17.00,"6,250,000",09/14/2018,106250000,Priced
QTT,Qutoutiao Inc.,NASDAQ Global Select,7.00,"12,000,000",09/14/2018,84000000,Priced
FVCB,"FVCBankcorp, Inc.",NASDAQ Capital,20.00,"1,750,000",09/14/2018,35000000,Priced
NBLX,Noble Midstream Partners LP,NYSE,22.50,"12,500,000",09/15/2016,281250000,Priced
DOTAU,Draper Oakwood Technology Acquisition Inc.,NASDAQ Capital,10.00,"5,000,000",09/15/2017,50000000,Priced
SCACU,Saban Capital Acquisition Corp.,NASDAQ Capital,10.00,"23,500,000",09/16/2016,235000000,Priced
EVBG,"EVERBRIDGE, INC.",NASDAQ Global,12.00,"7,500,000",09/16/2016,90000000,Priced
FBK,FB Financial Corp,NYSE,19.00,"5,882,352",09/16/2016,111764688,Priced
NTB,Bank of N.T. Butterfield & Son Ltd,NYSE,23.50,"10,638,298",09/16/2016,250000003,Priced
RGNX,REGENXBIO Inc.,Nasdaq National Market,22.00,"6,300,000",09/17/2015,138600000,Priced
APXTU,Apex Technology Acquisition Corp,NASDAQ Capital,10.00,"30,500,000",09/17/2019,305000000,Priced
NBRV,Nabriva Therapeutics Plc,Nasdaq National Market,10.25,"9,000,000",09/18/2015,92250000,Priced
PEN,Penumbra Inc,New York Stock Exchange,30.00,"4,000,000",09/18/2015,120000000,Priced
IGMS,"IGM Biosciences, Inc.",NASDAQ Global Select,16.00,"10,937,500",09/18/2019,175000000,Priced
NVST,Envista Holdings Corp,NYSE,22.00,"26,768,000",09/18/2019,588896000,Priced
BGFT,Lord Global Corp,OTCBB,1.00,"20,000,000",09/19/2016,20000000,Priced
XYF,X Financial,NYSE,9.50,"11,000,000",09/19/2018,104500000,Priced
XGN,EXAGEN INC.,NASDAQ Global,14.00,"3,600,000",09/19/2019,50400000,Priced
PING,Ping Identity Holding Corp.,NYSE,15.00,"12,500,000",09/19/2019,187500000,Priced
DDOG,"Datadog, Inc.",NASDAQ Global Select,27.00,"24,000,000",09/19/2019,648000000,Priced
CELC,Celcuity Inc.,NASDAQ Capital,9.50,"2,400,000",09/20/2017,22800000,Priced
KRYS,"Krystal Biotech, Inc.",NASDAQ Capital,10.00,"3,960,000",09/20/2017,39600000,Priced
DESP,"Despegar.com, Corp.",NYSE,26.00,"12,770,000",09/20/2017,332020000,Priced
BSTI,BEST Inc.,NYSE,10.00,"45,000,000",09/20/2017,450000000,Priced
ZLAB,Zai Lab Ltd,NASDAQ Global,18.00,"8,333,333",09/20/2017,149999994,Priced
BSVN,Bank7 Corp.,NASDAQ Global Select,19.00,"3,400,000",09/20/2018,64600000,Priced
EB,"Eventbrite, Inc.",NYSE,23.00,"10,000,000",09/20/2018,230000000,Priced
ELAN,Elanco Animal Health Inc,NYSE,24.00,"62,900,000",09/20/2018,1509600000,Priced
NOVN,"Novan, Inc.",NASDAQ Global,11.00,"4,100,000",09/21/2016,45100000,Priced
TTD,"Trade Desk, Inc.",NASDAQ Global,18.00,"4,666,667",09/21/2016,84000006,Priced
PETZ,"TDH Holdings, Inc.",NASDAQ Capital,4.25,"1,325,000",09/21/2017,5631250,Priced
OMP,Oasis Midstream Partners LP,NYSE,17.00,"7,500,000",09/21/2017,127500000,Priced
YMAB,"Y-mAbs Therapeutics, Inc.",NASDAQ Global Select,16.00,"6,000,000",09/21/2018,96000000,Priced
FTCH,Farfetch Ltd,NYSE,20.00,"44,243,749",09/21/2018,884874980,Priced
BLVDU,ESTRE USA INC.,Nasdaq SmallCap Market,10.00,"35,000,000",09/22/2015,350000000,Priced
CSTR,"CapStar Financial Holdings, Inc.",NASDAQ Global Select,15.00,"2,585,000",09/22/2016,38775000,Priced
ELF,"e.l.f. Beauty, Inc.",NYSE,17.00,"8,333,333",09/22/2016,141666661,Priced
SECO,Secoo Holding Ltd,NASDAQ Global,13.00,"8,500,000",09/22/2017,110500000,Priced
VVV,VALVOLINE INC,NYSE,22.00,"30,000,000",09/23/2016,660000000,Priced
GSUM,Gridsum Holding Inc.,NASDAQ Global Select,13.00,"6,700,000",09/23/2016,87100000,Priced
ACIU,AC Immune SA,NASDAQ Global,11.00,"6,000,000",09/23/2016,66000000,Priced
APTI,Apptio Inc,NASDAQ Global,16.00,"6,000,000",09/23/2016,96000000,Priced
VIOT,"Viomi Technology Co., Ltd",NASDAQ Global Select,9.00,"11,400,000",09/25/2018,102600000,Priced
ARCE,Arco Platform Ltd.,NASDAQ Global Select,17.50,"11,111,111",09/26/2018,194444443,Priced
CBNK,Capital Bancorp Inc,NASDAQ Global,12.50,"2,228,736",09/26/2018,27859200,Priced
ETTX,Entasis Therapeutics Holdings Inc.,NASDAQ Global,15.00,"5,000,000",09/26/2018,75000000,Priced
SVMK,SVMK Inc.,NASDAQ Global Select,12.00,"15,000,000",09/26/2018,180000000,Priced
OPRT,Oportun Financial Corp,NASDAQ Global,15.00,"6,250,000",09/26/2019,93750000,Priced
PTON,"PELOTON INTERACTIVE, INC.",NASDAQ Global Select,29.00,"40,000,000",09/26/2019,1160000000,Priced
RYB,"RYB Education, Inc.",NYSE,18.50,"7,800,000",09/27/2017,144300000,Priced
LAIX,LAIX Inc.,NYSE,12.50,"5,750,000",09/27/2018,71875000,Priced
RMED,"Ra Medical Systems, Inc.",NYSE,17.00,"3,900,000",09/27/2018,66300000,Priced
STRO,"SUTRO BIOPHARMA, INC.",NASDAQ Global,15.00,"5,667,000",09/27/2018,85005000,Priced
ARVN,"ARVINAS, INC.",NASDAQ Global Select,16.00,"7,500,000",09/27/2018,120000000,Priced
UROV,Urovant Sciences Ltd.,NASDAQ Global Select,14.00,"10,000,000",09/27/2018,140000000,Priced
TYHT,"SHINECO, INC.",NASDAQ Capital,4.50,"1,713,190",09/28/2016,7709355,Priced
ROKU,"ROKU, INC",NASDAQ Global Select,14.00,"15,668,000",09/28/2017,219352000,Priced
DCPH,"Deciphera Pharmaceuticals, Inc.",NASDAQ Global Select,17.00,"7,500,000",09/28/2017,127500000,Priced
NCNA,NuCana plc,NASDAQ Global Select,15.00,"6,667,000",09/28/2017,100005000,Priced
NITE,Nightstar Therapeutics plc,NASDAQ Global Select,14.00,"5,360,000",09/28/2017,75040000,Priced
CTK,CooTek(Cayman)Inc.,NYSE,12.00,"4,350,000",09/28/2018,52200000,Priced
GRTS,"Gritstone Oncology, Inc.",NASDAQ Global Select,15.00,"6,666,667",09/28/2018,100000005,Priced
TRHC,"Tabula Rasa HealthCare, Inc.",NASDAQ Global,12.00,"4,300,000",09/29/2016,51600000,Priced
MRT,"MedEquities Realty Trust, Inc.",NYSE,12.00,"19,925,333",09/29/2016,239103996,Priced
FLGT,"Fulgent Genetics, Inc.",NASDAQ Global,9.00,"4,200,000",09/29/2016,37800000,Priced
PQG,PQ Group Holdings Inc.,NYSE,17.50,"29,000,000",09/29/2017,507500000,Priced
NTNX,"Nutanix, Inc.",NASDAQ Global Select,16.00,"14,870,000",09/30/2016,237920000,Priced
MIRN,"SYNLOGIC, INC.",Nasdaq National Market,7.00,"6,250,000",10/01/2015,43750000,Priced
EDGE,PDS Biotechnology Corp,Nasdaq National Market,11.00,"7,315,151",10/01/2015,80466661,Priced
SGRY,"Surgery Partners, Inc.",Nasdaq National Market,19.00,"14,285,000",10/01/2015,271415000,Priced
PFGC,Performance Food Group Co,New York Stock Exchange,19.00,"14,500,000",10/01/2015,275500000,Priced
NVCR,Novocure Ltd,Nasdaq National Market,22.00,"7,500,000",10/02/2015,165000000,Priced
UPWK,Upwork Inc.,NASDAQ Global Select,15.00,"12,476,693",10/03/2018,187150395,Priced
APRE,"Aprea Therapeutics, Inc.",NASDAQ Global Select,15.00,"5,666,667",10/03/2019,85000005,Priced
FREQ,"Frequency Therapeutics, Inc.",NASDAQ Global Select,14.00,"6,000,000",10/03/2019,84000000,Priced
MCBS,"MetroCity Bankshares, Inc.",NASDAQ Global Select,13.50,"1,939,000",10/03/2019,26176500,Priced
VIE,"Viela Bio, Inc.",NASDAQ Global Select,19.00,"7,900,000",10/03/2019,150100000,Priced
GH,"Guardant Health, Inc.",NASDAQ Global Select,19.00,"12,500,000",10/04/2018,237500000,Priced
KOD,Kodiak Sciences Inc.,NASDAQ Global,10.00,"9,000,000",10/04/2018,90000000,Priced
BRACU,"Allied Esports Entertainment, Inc.",NASDAQ Capital,10.00,"12,000,000",10/05/2017,120000000,Priced
RYTM,"RHYTHM PHARMACEUTICALS, INC.",NASDAQ Global,17.00,"7,050,000",10/05/2017,119850000,Priced
ARYAU,ARYA SCIENCES ACQUISITION CORP.,NASDAQ Capital,10.00,"12,500,000",10/05/2018,125000000,Priced
CTACU,"GRID DYNAMICS HOLDINGS, INC.",NASDAQ Capital,10.00,"20,000,000",10/05/2018,200000000,Priced
EDTXU,EdtechX Holdings Acquisition Corp.,NASDAQ Capital,10.00,"5,500,000",10/05/2018,55000000,Priced
CCH'U,Collier Creek Holdings,NYSE,10.00,"40,000,000",10/05/2018,400000000,Priced
ESTC,Elastic N.V.,NYSE,36.00,"7,000,000",10/05/2018,252000000,Priced
AMMA,SCWorx Corp.,Nasdaq SmallCap Market,4.50,"3,333,333",10/06/2016,14999999,Priced
ADSW,"Advanced Disposal Services, Inc.",NYSE,18.00,"19,250,000",10/06/2016,346500000,Priced
OBLN,OBALON THERAPEUTICS INC,NASDAQ Global,15.00,"5,000,000",10/06/2016,75000000,Priced
COUP,Coupa Software Inc,NASDAQ Global Select,18.00,"7,400,000",10/06/2016,133200000,Priced
WAAS,AquaVenture Holdings Ltd,NYSE,18.00,"6,500,000",10/06/2016,117000000,Priced
SWCH,"Switch, Inc.",NYSE,17.00,"31,250,000",10/06/2017,531250000,Priced
ACRS,"Aclaris Therapeutics, Inc.",Nasdaq National Market,11.00,"5,000,000",10/07/2015,55000000,Priced
PSTG,"PURE Storage, Inc.",New York Stock Exchange,17.00,"25,000,000",10/07/2015,425000000,Priced
CWH,"Camping World Holdings, Inc.",NYSE,22.00,"11,363,636",10/07/2016,249999992,Priced
MRAM,EVERSPIN TECHNOLOGIES INC,NASDAQ Global,8.00,"5,000,000",10/07/2016,40000000,Priced
CTMX,"CytomX Therapeutics, Inc.",Nasdaq National Market,12.00,"6,666,667",10/08/2015,80000004,Priced
ABTX,"Allegiance Bancshares, Inc.",Nasdaq National Market,21.00,"2,600,000",10/08/2015,54600000,Priced
PMTS,CPI Card Group Inc.,Nasdaq National Market,10.00,"15,000,000",10/09/2015,150000000,Priced
BNTX,BioNTech SE,NASDAQ Global Select,15.00,"10,000,000",10/10/2019,150000000,Priced
AZRX,"AzurRx BioPharma, Inc.",NASDAQ Capital,5.50,"960,000",10/11/2016,5280000,Priced
AHPAU,Organogenesis Holdings Inc.,NASDAQ Capital,10.00,"30,000,000",10/11/2016,300000000,Priced
ALLO,"Allogene Therapeutics, Inc.",NASDAQ Global Select,18.00,"18,000,000",10/11/2018,324000000,Priced
LTHM,Livent Corp.,NYSE,17.00,"20,000,000",10/11/2018,340000000,Priced
VIR,"Vir Biotechnology, Inc.",NASDAQ Global Select,20.00,"7,142,858",10/11/2019,142857160,Priced
HBT,"HBT Financial, Inc.",NASDAQ Global Select,16.00,"8,300,000",10/11/2019,132800000,Priced
XOG,"Extraction Oil & Gas, Inc.",NASDAQ Global Select,19.00,"33,333,333",10/12/2016,633333327,Priced
AZRE,Azure Power Global Ltd,NYSE,18.00,"3,409,091",10/12/2016,61363638,Priced
KIDS,ORTHOPEDIATRICS CORP,NASDAQ Global,13.00,"4,000,000",10/12/2017,52000000,Priced
HAIR,Venus Concept Inc.,NASDAQ Global,7.00,"3,575,000",10/12/2017,25025000,Priced
CARG,"CarGurus, Inc.",NASDAQ Global Select,16.00,"9,400,000",10/12/2017,150400000,Priced
DDMXU,"DD3 Acquisition Corp., S.A. de C.V.",NASDAQ Capital,10.00,"5,000,000",10/12/2018,50000000,Priced
PLAN,"Anaplan, Inc.",NYSE,17.00,"15,500,000",10/12/2018,263500000,Priced
EQ,"Equillium, Inc.",NASDAQ Global,14.00,"4,670,000",10/12/2018,65380000,Priced
OPTN,"OptiNose, Inc.",NASDAQ Global Select,16.00,"7,500,000",10/13/2017,120000000,Priced
CLACU,Capitol Acquisition Corp. III,Nasdaq SmallCap Market,10.00,"30,000,000",10/14/2015,300000000,Priced
TUSK,"MAMMOTH ENERGY SERVICES, INC.",NASDAQ Global Select,15.00,"7,750,000",10/14/2016,116250000,Priced
CERCU,Cerecor Inc.,Nasdaq SmallCap Market,6.50,"4,000,000",10/15/2015,26000000,Priced
PAACU,"Borqs Technologies, Inc.",Nasdaq SmallCap Market,10.00,"5,000,000",10/15/2015,50000000,Priced
