Symbol,Company Name,Exchange,Price,Shares,Date,Offer Amount,Actions
FDC,FIRST DATA CORP,New York Stock Exchange,16.00,"160,000,000",10/15/2015,2560000000,Priced
SBBP,Strongbridge Biopharma plc,Nasdaq National Market,10.00,"2,500,000",10/16/2015,25000000,Priced
GRAFU,Graf Industrial Corp.,NYSE,10.00,"22,500,000",10/16/2018,225000000,Priced
SIBN,"SI-BONE, Inc.",NASDAQ Global,15.00,"7,200,000",10/17/2018,108000000,Priced
BRBR,"BELLRING BRANDS, INC.",NYSE,14.00,"34,285,714",10/17/2019,479999996,Priced
IPHA,Innate Pharma SA,NASDAQ Global Select,5.50,"12,500,000",10/17/2019,68750000,Priced
QD,Qudian Inc.,NYSE,24.00,"37,500,000",10/18/2017,900000000,Priced
MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd,NYSE,12.50,"28,750,000",10/18/2018,359375000,Priced
OSMT,Osmotica Pharmaceuticals plc,NASDAQ Global Select,7.00,"6,650,000",10/18/2018,46550000,Priced
PHAS,PhaseBio Pharmaceuticals Inc,NASDAQ Global,5.00,"9,200,000",10/18/2018,46000000,Priced
GLEOU,Galileo Acquisition Corp.,NYSE,10.00,"12,000,000",10/18/2019,120000000,Priced
LATNU,Union Acquisition Corp. II,NASDAQ Capital,10.00,"17,500,000",10/18/2019,175000000,Priced
CRSP,CRISPR Therapeutics AG,NASDAQ Global,14.00,"4,000,000",10/19/2016,56000000,Priced
RMBL,"RumbleON, Inc.",NASDAQ Capital,5.50,"2,910,000",10/19/2017,16005000,Priced
SE,Sea Ltd,NYSE,15.00,"58,960,000",10/19/2017,884400000,Priced
MDB,"MongoDB, Inc.",NASDAQ Global,24.00,"8,000,000",10/19/2017,192000000,Priced
LOGC,"LogicBio Therapeutics, Inc.",NASDAQ Global,10.00,"7,000,000",10/19/2018,70000000,Priced
NIU,Niu Technologies,NASDAQ Global,9.00,"7,000,000",10/19/2018,63000000,Priced
SWI,SolarWinds Corp,NYSE,15.00,"25,000,000",10/19/2018,375000000,Priced
AFCO,American Farmland Co,American Stock Exchange,8.00,"6,000,000",10/20/2015,48000000,Priced
FRTA,"Forterra, Inc.",NASDAQ Global Select,18.00,"18,420,000",10/20/2016,331560000,Priced
IRTC,"IRhythm Technologies, Inc.",NASDAQ Global,17.00,"6,294,118",10/20/2016,107000006,Priced
LYL,Dragon Victory International Ltd,NASDAQ Capital,6.00,"1,421,394",10/20/2017,8528364,Priced
MOSCU,"Vivint Smart Home, Inc.",NYSE,10.00,"30,000,000",10/20/2017,300000000,Priced
REDU,RISE Education Cayman Ltd,NASDAQ Global,14.50,"11,000,000",10/20/2017,159500000,Priced
TLLT,"XSport Global, Inc.",OTCBB,0.04,"4,181,000",10/21/2015,167240,Priced
RACE,Ferrari N.V.,New York Stock Exchange,52.00,"17,175,000",10/21/2015,893100000,Priced
DMTX,"Dimension Therapeutics, Inc.",Nasdaq National Market,13.00,"5,500,000",10/22/2015,71500000,Priced
MPSX,Multi Packaging Solutions International Ltd,New York Stock Exchange,13.00,"16,500,000",10/22/2015,214500000,Priced
LMFAU,"LM FUNDING AMERICA, INC.",Nasdaq SmallCap Market,10.00,"2,000,000",10/23/2015,20000000,Priced
OASM,Oasmia Pharmaceutical AB,Nasdaq SmallCap Market,4.06,"2,339,200",10/23/2015,9497152,Priced
FAT,"Fat Brands, Inc",NASDAQ Capital,12.00,"2,000,000",10/23/2017,24000000,Priced
ALACU,Alberton Acquisition Corp,NASDAQ Capital,10.00,"10,000,000",10/24/2018,100000000,Priced
BRP,"BRP Group, Inc.",NASDAQ Global Select,14.00,"16,400,000",10/24/2019,229600000,Priced
HYACU,Haymaker Acquisition Corp.,NASDAQ Capital,10.00,"30,000,000",10/25/2017,300000000,Priced
ABLX,Ablynx NV,NASDAQ Global Select,17.50,"11,430,000",10/25/2017,200025000,Priced
STNE,StoneCo Ltd.,NASDAQ Global Select,24.00,"50,724,638",10/25/2018,1217391312,Priced
PT,Pintec Technology Holdings Ltd,NASDAQ Global,11.88,"3,725,000",10/25/2018,44253000,Priced
YETI,"YETI Holdings, Inc.",NYSE,18.00,"16,000,000",10/25/2018,288000000,Priced
PGNY,"Progyny, Inc.",NASDAQ Global Select,13.00,"10,000,000",10/25/2019,130000000,Priced
PHAT,"Phathom Pharmaceuticals, Inc.",NASDAQ Global Select,19.00,"9,563,157",10/25/2019,181699983,Priced
AIH,Aesthetic Medical International Holdings Group Ltd,NASDAQ Global,12.00,"2,500,000",10/25/2019,30000000,Priced
CABA,"Cabaletta Bio, Inc.",NASDAQ Global Select,11.00,"6,800,000",10/25/2019,74800000,Priced
DAO,"Youdao, Inc.",NYSE,17.00,"5,600,000",10/25/2019,95200000,Priced
TFFP,"TFF Pharmaceuticals, Inc.",NASDAQ Capital,5.00,"4,400,000",10/25/2019,22000000,Priced
HAPP,Happiness Biotech Group Ltd,NASDAQ Capital,5.50,"2,000,000",10/25/2019,11000000,Priced
RARX,"Ra Pharmaceuticals, Inc.",NASDAQ Global,13.00,"7,049,230",10/26/2016,91639990,Priced
CMSSU,Kaixin Auto Holdings,NASDAQ Capital,10.00,"18,000,000",10/26/2017,180000000,Priced
EYE,"National Vision Holdings, Inc.",NASDAQ Global Select,22.00,"15,800,000",10/26/2017,347600000,Priced
BPMP,BP Midstream Partners LP,NYSE,18.00,"42,500,000",10/26/2017,765000000,Priced
GMDA,Gamida Cell Ltd.,NASDAQ Global,8.00,"6,250,000",10/26/2018,50000000,Priced
IOTS,ADESTO TECHNOLOGIES Corp,Nasdaq SmallCap Market,5.00,"5,000,000",10/27/2015,25000000,Priced
GTYHU,GTY Technology Holdings Inc.,NASDAQ Capital,10.00,"48,000,000",10/27/2016,480000000,Priced
ZTO,ZTO Express (Cayman) Inc.,NYSE,19.50,"72,100,000",10/27/2016,1405950000,Priced
MYOV,Myovant Sciences Ltd.,NYSE,15.00,"14,500,000",10/27/2016,217500000,Priced
MBIN,Merchants Bancorp,NASDAQ Capital,16.00,"6,250,000",10/27/2017,100000000,Priced
FSCT,"FORESCOUT TECHNOLOGIES, INC",NASDAQ Global,22.00,"5,280,000",10/27/2017,116160000,Priced
NEXA,Nexa Resources S.A.,NYSE,16.00,"31,000,000",10/27/2017,496000000,Priced
BL,"BLACKLINE, INC.",NASDAQ Global Select,17.00,"8,600,000",10/28/2016,146200000,Priced
GOLF,Acushnet Holdings Corp.,NYSE,17.00,"19,333,333",10/28/2016,328666661,Priced
QTNA,"ON Semiconductor Connectivity Solutions, Inc.",NASDAQ Global Select,16.00,"6,700,000",10/28/2016,107200000,Priced
MYOK,"MyoKardia, Inc.",Nasdaq National Market,10.00,"5,437,500",10/29/2015,54375000,Priced
AXNX,"Axonics Modulation Technologies, Inc.",NASDAQ Global Select,15.00,"8,000,000",10/31/2018,120000000,Priced
ORTX,Orchard Therapeutics plc,NASDAQ Global Select,14.00,"14,285,715",10/31/2018,200000010,Priced
TWST,Twist Bioscience Corp,NASDAQ Global Select,14.00,"5,000,000",10/31/2018,70000000,Priced
OYST,"Oyster Point Pharma, Inc.",NASDAQ Global Select,16.00,"5,000,000",10/31/2019,80000000,Priced
RAPT,"RAPT Therapeutics, Inc.",NASDAQ Global,12.00,"3,000,000",10/31/2019,36000000,Priced
ALTR,Altair Engineering Inc.,NASDAQ Global Select,13.00,"12,000,000",11/01/2017,156000000,Priced
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,NYSE,19.00,"46,000,000",11/01/2017,874000000,Priced
DUO,Fangdd Network Group Ltd.,NASDAQ Global,13.00,"6,000,000",11/01/2019,78000000,Priced
SFTWU,Osprey Technology Acquisition Corp.,NYSE,10.00,"27,500,000",11/01/2019,275000000,Priced
FSRVU,FinServ Acquisition Corp.,NASDAQ Capital,10.00,"22,000,000",11/01/2019,220000000,Priced
GDS,GDS Holdings Ltd,NASDAQ Global,10.00,"19,250,000",11/02/2016,192500000,Priced
SPRO,"Spero Therapeutics, Inc.",NASDAQ Global Select,14.00,"5,500,000",11/02/2017,77000000,Priced
ALNA,"Allena Pharmaceuticals, Inc.",NASDAQ Global Select,14.00,"5,333,333",11/02/2017,74666662,Priced
AQUA,Evoqua Water Technologies Corp.,NYSE,18.00,"27,777,777",11/02/2017,499999986,Priced
FNKO,"Funko, Inc.",NASDAQ Global Select,12.00,"10,416,666",11/02/2017,124999992,Priced
STNLU,Sentinel Energy Services Inc.,NASDAQ Capital,10.00,"30,000,000",11/03/2017,300000000,Priced
HX,Hexindai Inc.,NASDAQ Global,10.00,"5,000,000",11/03/2017,50000000,Priced
AQ,AQUANTIA CORP,NYSE,9.00,"6,818,000",11/03/2017,61362000,Priced
ACMR,"ACM Research, Inc.",NASDAQ Global,5.60,"2,000,000",11/03/2017,11200000,Priced
FORK,FULING GLOBAL INC.,Nasdaq SmallCap Market,5.00,"4,000,000",11/04/2015,20000000,Priced
SND,"Smart Sand, Inc.",NASDAQ Global Select,11.00,"11,700,000",11/04/2016,128700000,Priced
KURA,"Kura Oncology, Inc.",Nasdaq National Market,8.00,"6,250,000",11/05/2015,50000000,Priced
QK,Q&K INTERNATIONAL GROUP Ltd,NASDAQ Global,17.00,"2,700,000",11/05/2019,45900000,Priced
MCMJU,Merida Merger Corp. I,NASDAQ Capital,10.00,"12,000,000",11/05/2019,120000000,Priced
CNF,CNFinance Holdings Ltd.,NYSE,7.50,"6,500,000",11/07/2018,48750000,Priced
SI,Silvergate Capital Corp,NYSE,12.00,"3,333,333",11/07/2019,39999996,Priced
GRTX,"Galera Therapeutics, Inc.",NASDAQ Global,12.00,"5,000,000",11/07/2019,60000000,Priced
CNTG,Centogene N.V.,NASDAQ Global,14.00,"4,000,000",11/07/2019,56000000,Priced
DFNSU,LGL Systems Acquisition Corp.,NASDAQ Capital,10.00,"15,000,000",11/07/2019,150000000,Priced
MCB,Metropolitan Bank Holding Corp.,NYSE,35.00,"3,100,000",11/08/2017,108500000,Priced
FEDU,Four Seasons Education (Cayman) Inc.,NYSE,10.00,"10,100,000",11/08/2017,101000000,Priced
IFRX,InflaRx N.V.,NASDAQ Global Select,15.00,"6,667,000",11/08/2017,100005000,Priced
CBTX,"CBTX, Inc.",NASDAQ Global Select,26.00,"2,400,000",11/08/2017,62400000,Priced
JIH'U,"Juniper Industrial Holdings, Inc.",NYSE,10.00,"30,000,000",11/08/2019,300000000,Priced
KRKR,36Kr Holdings Inc.,NASDAQ Global,14.50,"1,380,000",11/08/2019,20010000,Priced
MOHO,ECMOHO Ltd,NASDAQ Global,10.00,"4,375,000",11/08/2019,43750000,Priced
TELA,"TELA Bio, Inc.",NASDAQ Global,13.00,"4,000,000",11/08/2019,52000000,Priced
CNSP,"CNS Pharmaceuticals, Inc.",NASDAQ Capital,4.00,"2,125,000",11/08/2019,8500000,Priced
SRACU,Stable Road Acquisition Corp.,NASDAQ Capital,10.00,"15,000,000",11/08/2019,150000000,Priced
APLS,"Apellis Pharmaceuticals, Inc.",NASDAQ Global Select,14.00,"10,714,000",11/09/2017,149996000,Priced
SOGO,SOGOU INC.,NYSE,13.00,"45,000,000",11/09/2017,585000000,Priced
TBLTU,"Toughbuilt Industries, Inc",NASDAQ Capital,5.00,"2,670,000",11/09/2018,13350000,Priced
PPDF,FinVolution Group,NYSE,13.00,"17,000,000",11/10/2017,221000000,Priced
BAND,Bandwidth Inc.,NASDAQ Global Select,20.00,"4,000,000",11/10/2017,80000000,Priced
ERYP,Erytech Pharma S.A.,NASDAQ Global Select,23.26,"4,686,106",11/10/2017,108998826,Priced
VYGR,"Voyager Therapeutics, Inc.",Nasdaq National Market,14.00,"5,000,000",11/11/2015,70000000,Priced
WVE,Wave Life Sciences Ltd.,Nasdaq National Market,16.00,"6,375,000",11/11/2015,102000000,Priced
AAAP,Advanced Accelerator Applications S.A.,Nasdaq National Market,16.00,"4,688,000",11/11/2015,75008000,Priced
EQBK,EQUITY BANCSHARES INC,Nasdaq National Market,22.50,"1,940,000",11/11/2015,43650000,Priced
ETNB,"89bio, Inc.",NASDAQ Global,16.00,"5,304,687",11/11/2019,84874992,Priced
XCOM,"XTERA COMMUNICATIONS, INC.",Nasdaq National Market,5.00,"5,000,000",11/12/2015,25000000,Priced
MESO,MESOBLAST LTD,Nasdaq National Market,8.00,"7,479,617",11/13/2015,59836936,Priced
INST,INSTRUCTURE INC,New York Stock Exchange,16.00,"4,400,000",11/13/2015,70400000,Priced
ETON,"Eton Pharmaceuticals, Inc.",NASDAQ Global Select,6.00,"3,600,000",11/13/2018,21600000,Priced
YAYO,"YayYo, Inc.",NASDAQ Capital,4.00,"2,625,000",11/13/2019,10500000,Priced
VAPO,VAPOTHERM INC,NYSE,14.00,"4,000,000",11/14/2018,56000000,Priced
SEND,"SendGrid, Inc.",NYSE,16.00,"8,200,000",11/15/2017,131200000,Priced
WEI,Weidai Ltd.,NYSE,10.00,"4,500,000",11/15/2018,45000000,Priced
JT,Jianpu Technology Inc.,NYSE,8.00,"22,500,000",11/16/2017,180000000,Priced
ASNS,"X4 Pharmaceuticals, Inc",NASDAQ Global,10.00,"4,000,000",11/16/2017,40000000,Priced
AMCIU,AMCI Acquisition Corp.,NASDAQ Capital,10.00,"20,000,000",11/16/2018,200000000,Priced
BWMCU,"ATLAS TECHNICAL CONSULTANTS, INC.",NASDAQ Capital,10.00,"20,000,000",11/16/2018,200000000,Priced
FTACU,Fintech Acquisition Corp. III,NASDAQ Capital,10.00,"30,000,000",11/16/2018,300000000,Priced
AMRH,"AMERI Holdings, Inc.",NASDAQ Capital,4.12,"1,475,000",11/17/2017,6077000,Priced
SBT,"Sterling Bancorp, Inc.",NASDAQ Capital,12.00,"15,000,000",11/17/2017,180000000,Priced
LEVB,"cbdMD, Inc.",NYSE MKT,6.00,"2,000,000",11/17/2017,12000000,Priced
BXG,BLUEGREEN VACATIONS CORP,NYSE,14.00,"6,498,648",11/17/2017,90981072,Priced
SAIL,"Sailpoint Technologies Holdings, Inc.",NYSE,12.00,"20,000,000",11/17/2017,240000000,Priced
SCPH,scPharmaceuticals Inc.,NASDAQ Global Select,14.00,"6,400,000",11/17/2017,89600000,Priced
LGC'U,Legacy Acquisition Corp.,NYSE,10.00,"30,000,000",11/17/2017,300000000,Priced
SFIX,"Stitch Fix, Inc.",NASDAQ Global Select,15.00,"8,000,000",11/17/2017,120000000,Priced
HUNTU,Hunter Maritime Acquisition Corp.,NASDAQ Capital,10.00,"15,000,000",11/18/2016,150000000,Priced
MTFB,Motif Bio plc,NASDAQ Capital,6.98,"2,438,491",11/18/2016,17020667,Priced
AXSM,"Axsome Therapeutics, Inc.",Nasdaq SmallCap Market,9.00,"5,666,667",11/19/2015,51000003,Priced
MIME,Mimecast Ltd,Nasdaq National Market,10.00,"7,750,000",11/19/2015,77500000,Priced
MTCH,"Match Group, Inc.",Nasdaq National Market,12.00,"33,333,333",11/19/2015,399999996,Priced
SQ,"Square, Inc.",New York Stock Exchange,9.00,"27,000,000",11/19/2015,243000000,Priced
GRNVU,GreenVision Acquisition Corp.,NASDAQ Capital,10.00,"5,000,000",11/19/2019,50000000,Priced
DLTH,DULUTH HOLDINGS INC.,Nasdaq National Market,12.00,"6,666,667",11/20/2015,80000004,Priced
KTOV,Kitov Pharma Ltd.,Nasdaq SmallCap Market,4.12,"3,158,900",11/20/2015,13014668,Priced
BRPAU,Big Rock Partners Acquisition Corp.,NASDAQ Capital,10.00,"6,000,000",11/20/2017,60000000,Priced
TC,TuanChe Ltd,NASDAQ Capital,7.80,"2,600,000",11/20/2018,20280000,Priced
TLSA,Tiziana Life Sciences plc,NASDAQ Global,9.90,"442,910",11/20/2018,4384809,Priced
SAQNU,Software Acquisition Group Inc.,NASDAQ Capital,10.00,"13,000,000",11/20/2019,130000000,Priced
AMHCU,Amplitude Healthcare Acquisition Corp,NASDAQ Capital,10.00,"10,000,000",11/20/2019,100000000,Priced
TLC,"Taiwan Liposome Company, Ltd.",NASDAQ Global,5.80,"3,750,000",11/21/2018,21750000,Priced
CAN,Canaan Inc.,NASDAQ Global,9.00,"10,000,000",11/21/2019,90000000,Priced
SITM,SITIME Corp,NASDAQ Global,13.00,"4,300,000",11/21/2019,55900000,Priced
PINE,"Alpine Income Property Trust, Inc.",NYSE,19.00,"7,500,000",11/22/2019,142500000,Priced
CHPMU,CHP Merger Corp.,NASDAQ Capital,10.00,"27,500,000",11/22/2019,275000000,Priced
PTACU,PropTech Acquisition Corp,NASDAQ Capital,10.00,"15,000,000",11/22/2019,150000000,Priced
ANDAU,Andina Acquisition Corp. II,Nasdaq SmallCap Market,10.00,"4,000,000",11/25/2015,40000000,Priced
ALUSU,Alussa Energy Acquisition Corp.,NYSE,10.00,"25,000,000",11/26/2019,250000000,Priced
MDRR,"Medalist Diversified REIT, Inc.",NASDAQ Capital,10.00,"240,000",11/28/2018,2400000,Priced
RETO,"ReTo Eco-Solutions, Inc.",NASDAQ Capital,5.00,"2,800,000",11/29/2017,14000000,Priced
BOXL,Boxlight Corp,NASDAQ Capital,7.00,"1,000,000",11/30/2017,7000000,Priced
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,NYSE,20.00,"3,350,000",12/01/2016,67000000,Priced
LACQU,Leisure Acquisition Corp.,NASDAQ Capital,10.00,"20,000,000",12/01/2017,200000000,Priced
RWGEU,Regalwood Global Energy Ltd.,NYSE,10.00,"30,000,000",12/01/2017,300000000,Priced
LMPX,"LMP Automotive Holdings, Inc.",NASDAQ Capital,5.00,"2,300,000",12/05/2019,11500000,Priced
MOGU,MOGU Inc.,NYSE,14.00,"4,750,000",12/06/2018,66500000,Priced
POLA,"Polar Power, Inc.",NASDAQ Capital,7.00,"2,400,000",12/07/2016,16800000,Priced
CURO,CURO Group Holdings Corp.,NYSE,14.00,"6,666,667",12/07/2017,93333338,Priced
ODT,"Odonate Therapeutics, Inc.",NASDAQ Global Select,24.00,"6,250,000",12/07/2017,150000000,Priced
QTRX,Quanterix Corp,NASDAQ Global,15.00,"4,275,200",12/07/2017,64128000,Priced
DMAC,DiaMedica Therapeutics Inc.,NASDAQ Capital,4.00,"4,100,000",12/07/2018,16400000,Priced
THOR,"Synthorx, Inc.",NASDAQ Global Select,11.00,"11,912,727",12/07/2018,131039997,Priced
MRNA,"Moderna, Inc.",NASDAQ Global Select,23.00,"26,275,993",12/07/2018,604347839,Priced
SNES,"SenesTech, Inc.",NASDAQ Capital,8.00,"1,875,000",12/08/2016,15000000,Priced
GIG'U,"Kaleyra, Inc.",NYSE,10.00,"12,500,000",12/08/2017,125000000,Priced
DNLI,Denali Therapeutics Inc.,NASDAQ Global Select,18.00,"13,888,888",12/08/2017,249999984,Priced
LBC,Luther Burbank Corp,NASDAQ Global Select,10.75,"12,150,000",12/08/2017,130612500,Priced
ICHR,"ICHOR HOLDINGS, LTD.",NASDAQ Global Select,9.00,"5,877,778",12/09/2016,52900002,Priced
ATH,Athene Holding Ltd,NYSE,40.00,"27,000,000",12/09/2016,1080000000,Priced
TEAM,Atlassian Corp Plc,Nasdaq National Market,21.00,"22,000,000",12/10/2015,462000000,Priced
SAMAU,Schultze Special Purpose Acquisition Corp.,NASDAQ Capital,10.00,"13,000,000",12/11/2018,130000000,Priced
XP,XP Inc.,NASDAQ Global Select,27.00,"72,510,641",12/11/2019,1957787307,Priced
LIVKU,LIV Capital Acquisition Corp.,NASDAQ Capital,10.00,"7,000,000",12/11/2019,70000000,Priced
TME,Tencent Music Entertainment Group,NYSE,13.00,"82,000,000",12/12/2018,1066000000,Priced
BILL,"Bill.com Holdings, Inc.",NYSE,22.00,"9,823,529",12/12/2019,216117638,Priced
EH,EHang Holdings Ltd,NASDAQ Global,12.50,"3,200,000",12/12/2019,40000000,Priced
CFFAU,CF Finance Acquisition Corp.,NASDAQ Capital,10.00,"25,000,000",12/13/2018,250000000,Priced
OCFT,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",NYSE,10.00,"31,200,000",12/13/2019,312000000,Priced
SPT,"Sprout Social, Inc.",NASDAQ Capital,17.00,"8,823,530",12/13/2019,150000010,Priced
CIICU,CIIG Merger Corp.,NASDAQ Capital,10.00,"22,500,000",12/13/2019,225000000,Priced
HCCOU,Healthcare Merger Corp.,NASDAQ Capital,10.00,"22,000,000",12/13/2019,220000000,Priced
WRD,"Brazos Valley Longhorn, L.L.C.",NYSE,15.00,"27,500,000",12/14/2016,412500000,Priced
CHACU,BiomX Inc.,NYSE MKT,10.00,"7,000,000",12/14/2018,70000000,Priced
QFIN,"360 Finance, Inc.",NASDAQ,16.50,"3,100,000",12/14/2018,51150000,Priced
LEGH,Legacy Housing Corp,NASDAQ Global Select,12.00,"4,000,000",12/14/2018,48000000,Priced
TIG,TiGenix NV,NASDAQ Global Select,15.50,"2,300,000",12/15/2016,35650000,Priced
CASA,Casa Systems Inc,NASDAQ Global Select,13.00,"6,000,000",12/15/2017,78000000,Priced
NMRK,"NEWMARK GROUP, INC.",NASDAQ Global Select,14.00,"20,000,000",12/15/2017,280000000,Priced
TRVG,trivago N.V.,NASDAQ Global Select,11.00,"26,110,118",12/16/2016,287211298,Priced
YRD,Yiren Digital Ltd.,New York Stock Exchange,10.00,"7,500,000",12/18/2015,75000000,Priced
APM,Aptorum Group Ltd,NASDAQ Capital,15.80,"1,898,734",12/18/2018,29999997,Priced
AMTB,Amerant Bancorp Inc.,NASDAQ Global Select,13.00,"6,300,000",12/19/2018,81900000,Priced
MNPR,Monopar Therapeutics,NASDAQ Capital,8.00,"1,111,112",12/19/2019,8888896,Priced
INDO,Indonesia Energy Corp Ltd,NYSE MKT,11.00,"1,363,637",12/19/2019,15000007,Priced
DOGZ,Dogness (International) Corp,NASDAQ Global,5.00,"11,000,000",12/20/2017,55000000,Priced
CCRC,"China Customer Relations Centers, Inc.",Nasdaq SmallCap Market,4.00,"2,400,000",12/21/2015,9600000,Priced
LX,LexinFintech Holdings Ltd.,NASDAQ Global,9.00,"12,000,000",12/21/2017,108000000,Priced
ICLK,iClick Interactive Asia Group Ltd,NASDAQ Global,8.00,"3,750,000",12/22/2017,30000000,Priced
HEBT,"HEBRON TECHNOLOGY CO., LTD",NASDAQ Capital,4.00,"5,000,000",12/27/2016,20000000,Priced
PHCF,"Puhui Wealth Investment Management Co., Ltd.",NASDAQ Capital,6.00,"2,000,000",12/27/2018,12000000,Priced
MKD,Molecular Data Inc.,NASDAQ Global Select,5.38,"11,500,000",12/30/2019,61870000,Priced